point_id,longitude,latitude,B02,B03,B04,B08,B11,B12,NDVI,NDMI,iron_oxide_proxy,swir_ratio,MnO,label,sample_class,sample_type,location,source,source_report,NUID,page
ME/JBP/2024/BRS_66/49367,79.703,21.708,1292.0,1481.0,1590.0,2962.0,3094.0,2294.0,0.30140596628189087,-0.021796565502882004,1.2306501865386963,1.3487358093261719,17.83,1,authoritative_manganese_positive,BRS,Mineralization is intermixed with quartz,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,121
ME/JBP/2024/BRS_67/49367,79.662,21.707,1491.0,1759.0,2005.0,3529.0,4431.0,3482.0,0.2753885090351105,-0.11331658065319061,1.344735026359558,1.272544503211975,47.3,1,authoritative_manganese_positive,BRS,Mineralization associated with quartz vein,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,121
ME/JBP/2024/BRS_68/49367,79.658,21.69,1521.0,1758.0,2106.0,3311.0,4006.0,3031.0,0.22244784235954285,-0.09498428553342819,1.384615421295166,1.3216760158538818,11.8,1,authoritative_manganese_positive,BRS,Mineralization is intermixed with quartz and pegmatite,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,121
ME/JBP/2024/BRS_69/49367,79.682,21.73,1762.0,2067.0,2594.0,3815.0,5124.0,4029.0,0.19051334261894226,-0.14643695950508118,1.4721907377243042,1.2717796564102173,1.41,1,authoritative_manganese_positive,BRS,"Mineralization is associated with quartz mica schist, with gonditic rock",Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,121
ME/JBP/2024/BRS_70/49367,79.683,21.731,1506.0,1704.0,2013.0,3406.0,4168.0,3162.0,0.2570585012435913,-0.10060734301805496,1.3366533517837524,1.3181530237197876,20.22,1,authoritative_manganese_positive,BRS,Mineralization associated with quartz and pink color material,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,121
ME/JBP/2024/BRS_71/49367,79.648,21.695,1182.0,1357.0,1356.0,2920.0,2963.0,2110.0,0.3657623827457428,-0.007309196051210165,1.1472080945968628,1.4042654037475586,11.52,1,authoritative_manganese_positive,BRS,Mineralization is associated with granular pink color material,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,121
ME/JBP/2024/BRS_72/49367,79.649,21.695,1215.0,1379.0,1369.0,2828.0,2773.0,2003.0,0.34762924909591675,0.009819675236940384,1.1267489194869995,1.3844233751296997,9.66,1,authoritative_manganese_positive,BRS,"Mineralization associated with quartz, garnet nad pink color material",Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,121
ME/JBP/2024/BRS_73/49367,79.647,21.696,1251.0,1399.0,1440.0,2730.0,3037.0,2188.0,0.3093525171279907,-0.05323391780257225,1.1510791778564453,1.3880256414413452,10.25,1,authoritative_manganese_positive,BRS,Mineralization is intermixed with quartz,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,121
ME/JBP/2024/BRS_74/49367,79.65,21.674,1406.0,1567.0,1823.0,3001.0,3577.0,2747.0,0.24419568479061127,-0.0875646099448204,1.296586036682129,1.3021477460861206,13.71,1,authoritative_manganese_positive,BRS,Mineralization associated with pink color fine grained clastic rock,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,121
ME/JBP/2024/BRS_75/49367,79.7,21.712,1458.0,1701.0,1859.0,3408.0,3671.0,2693.0,0.29409530758857727,-0.03715214133262634,1.2750343084335327,1.363163709640503,0.51,1,authoritative_manganese_positive,BRS,Mineralization associated with schist hosted garnet bearing quartzoes rock,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,121
ME/JBP/2024/BRS_76/49367,79.641,21.674,1303.0,1489.0,1552.0,2867.0,3305.0,2379.0,0.2975786328315735,-0.07096564769744873,1.1910974979400635,1.3892391920089722,4.27,1,authoritative_manganese_positive,BRS,Mineralization is with quartz,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,121
ME/JBP/2024/BRS_77/49367,79.701,21.717,1495.0,1665.0,1918.0,3155.0,4018.0,2980.0,0.24383993446826935,-0.12031228095293045,1.2829431295394897,1.3483221530914307,33.09,1,authoritative_manganese_positive,BRS,Mineralization associated with quartz vein,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,121
ME/JBP/2024/BRS_78/49367,79.703,21.71,1292.0,1468.0,1534.0,2894.0,3075.0,2204.0,0.3071364164352417,-0.030323337763547897,1.187306523323059,1.3951905965805054,18.18,1,authoritative_manganese_positive,BRS,Mineralization is intermixed with quartz vein,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,121
ME/JBP/2024/BRS_79/49367,79.7,21.716,1243.0,1469.0,1462.0,2942.0,2835.0,2039.0,0.3360581398010254,0.01852172426879406,1.1761866807937622,1.3903874158859253,13.82,1,authoritative_manganese_positive,BRS,Mineralization is intermixed with quartz,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,121
ME/JBP/2024/BRS_80/49367,79.655,21.706,1860.0,2155.0,2628.0,3824.0,4849.0,4080.0,0.1853688806295395,-0.11818286776542664,1.4129031896591187,1.1884803771972656,8.51,1,authoritative_manganese_positive,BRS,Mineralization associated with quartz vein hosted in Quartz mica schist,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,121
ME/JBP/2024/BRS_81/49367,79.65,21.687,1190.0,1347.0,1333.0,2803.0,2694.0,1916.0,0.35541585087776184,0.019828997552394867,1.1201680898666382,1.4060542583465576,0.65,1,authoritative_manganese_positive,BRS,"Mineralization is asociated with garnet, quartz and greenish color material",Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,121
ME/JBP/2024/BRS_82/49367,79.651,21.689,1272.0,1413.0,1460.0,2655.0,2990.0,2223.0,0.29040098190307617,-0.05934455245733261,1.147798776626587,1.3450292348861694,21.78,1,authoritative_manganese_positive,BRS,Mineralization associated with garnet and quartz,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,121
ME/JBP/2024/BRS_83/49367,79.651,21.689,1272.0,1413.0,1460.0,2655.0,2990.0,2223.0,0.29040098190307617,-0.05934455245733261,1.147798776626587,1.3450292348861694,12.48,1,authoritative_manganese_positive,BRS,"Mineralization associated with garnet, quartz and yellow colr material",Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,121
ME/JBP/2024/BRS_84/49367,79.651,21.689,1272.0,1413.0,1460.0,2655.0,2990.0,2223.0,0.29040098190307617,-0.05934455245733261,1.147798776626587,1.3450292348861694,14.58,1,authoritative_manganese_positive,BRS,Mineralization associated with granular intermixed with quartz and reddish pink color maetrial,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,121
ME/JBP/2024/BRS_85/49367,79.651,21.689,1272.0,1413.0,1460.0,2655.0,2990.0,2223.0,0.29040098190307617,-0.05934455245733261,1.147798776626587,1.3450292348861694,14.68,1,authoritative_manganese_positive,BRS,Mineralization associated with granular intermixed with quartz,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,121
ME/JBP/2024/BRS_86/49367,79.651,21.689,1272.0,1413.0,1460.0,2655.0,2990.0,2223.0,0.29040098190307617,-0.05934455245733261,1.147798776626587,1.3450292348861694,21.53,1,authoritative_manganese_positive,BRS,Mineralization associated with granular intermixed with quartz,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,121
ME/JBP/2024/BRS_87/49367,79.652,21.689,1247.0,1387.0,1389.0,2858.0,2814.0,2062.0,0.34589120745658875,0.0077574048191308975,1.1138732433319092,1.3646944761276245,22.8,1,authoritative_manganese_positive,BRS,Mineralization associated with garnet rich pink to reddish granular rock,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,121
ME/JBP/2024/BRS_88/49367,79.654,21.689,1226.0,1421.0,1412.0,2900.0,2822.0,2059.0,0.34508347511291504,0.01363159716129303,1.1517128944396973,1.3705682754516602,25.68,1,authoritative_manganese_positive,BRS,Mineralization is intermixed with quartz and pink color maetrial,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,121
ME/JBP/2024/BRS_89/49367,79.657,21.69,1624.0,1861.0,2253.0,3495.0,4415.0,3402.0,0.21607515215873718,-0.11630847305059433,1.387315273284912,1.2977659702301025,21.88,1,authoritative_manganese_positive,BRS,"Mineralization is dark color, heavy and granular in nature",Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,121
ME/JBP/2024/BRS_90/49367,79.662,21.691,1465.0,1680.0,1855.0,3190.0,3648.0,2767.0,0.2646184265613556,-0.06697864830493927,1.2662116289138794,1.3183953762054443,32.24,1,authoritative_manganese_positive,BRS,Mineralization is intermixed with quartz,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,122
ME/JBP/2024/BRS_91/49367,79.635,21.696,1241.0,1384.0,1394.0,3026.0,2796.0,1980.0,0.3692307770252228,0.03950532525777817,1.1232876777648926,1.4121211767196655,1.54,1,authoritative_manganese_positive,BRS,Mineralization is suspected to have in lateritic capping over schistose rock,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,122
ME/JBP/2024/BRS_92/49367,79.648,21.688,1208.0,1333.0,1355.0,2612.0,2829.0,2056.0,0.31686413288116455,-0.03988237306475639,1.121688723564148,1.3759727478027344,9.87,1,authoritative_manganese_positive,BRS,"Mineralization is intermixed with quartz , dark to light pinkish color material",Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,122
ME/JBP/2024/BRS_93/49367,79.649,21.688,1322.0,1556.0,1634.0,3082.0,3387.0,2440.0,0.30703985691070557,-0.04714793711900711,1.2360060214996338,1.3881148099899292,42.74,1,authoritative_manganese_positive,BRS,Mineralization associated with garnet bearing quartzofeldspathic material,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,122
ME/JBP/2024/BRS_94/49367,79.643,21.698,1249.0,1408.0,1388.0,3052.0,2748.0,1993.0,0.3747747838497162,0.05241379141807556,1.1112890243530273,1.3788259029388428,24.17,1,authoritative_manganese_positive,BRS,"Mineralization is intermixed with quartz , dark to light pinkish color material",Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,122
ME/JBP/2024/BRS_95/49367,79.691,21.682,1285.0,1512.0,1556.0,3084.0,3276.0,2471.0,0.3293103575706482,-0.030188679695129395,1.2108949422836304,1.3257790803909302,28.61,1,authoritative_manganese_positive,BRS,Mineralization is intermixed with quartz and yellowish material,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,122
ME/JBP/2024/BRS_96/49367,79.684,21.685,1343.0,1481.0,1667.0,2631.0,3615.0,2765.0,0.2242903709411621,-0.15754082798957825,1.2412508726119995,1.3074140548706055,17.48,1,authoritative_manganese_positive,BRS,Mineralization is associated with quartz and yellow color material,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,122
ME/JBP/2024/BRS_97/49367,79.715,21.736,1831.0,2242.0,2711.0,3813.0,4857.0,3950.0,0.1689147800207138,-0.12041522562503815,1.4806116819381714,1.2296202182769775,1.47,1,authoritative_manganese_positive,BRS,Mineralization is suspected to have in lateritic capping over schistose rock,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,122
ME/JBP/2024/BRS_98/49367,79.644,21.672,1298.0,1475.0,1537.0,3019.0,3113.0,2242.0,0.3252853453159332,-0.015329419635236263,1.1841294765472412,1.388492465019226,2.07,1,authoritative_manganese_positive,BRS,Mineralization is suspected to have in assocition with amphibolite rock,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,122
ME/JBP/2024/BRS_99/49367,79.639,21.668,1272.0,1511.0,1542.0,2934.0,3163.0,2274.0,0.31099194288253784,-0.03755945712327957,1.2122641801834106,1.3909410238265991,14.56,1,authoritative_manganese_positive,BRS,Mineralization is associated with quartz,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,122
ME/JBP/2024/BRS_100/49367,79.672,21.679,1319.0,1468.0,1517.0,2684.0,3453.0,2543.0,0.27779099345207214,-0.12530551850795746,1.1501137018203735,1.3578450679779053,27.15,1,authoritative_manganese_positive,BRS,Mineralization associated with quartz,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,122
ME/JBP/2024/PTS_01/49367,79.641,21.674,1303.0,1489.0,1552.0,2867.0,3305.0,2379.0,0.2975786328315735,-0.07096564769744873,1.1910974979400635,1.3892391920089722,2.69,1,authoritative_manganese_positive,PTS,Mineralization associated with quartz vein,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,123
ME/JBP/2024/PTS_02/49367,79.641,21.674,1303.0,1489.0,1552.0,2867.0,3305.0,2379.0,0.2975786328315735,-0.07096564769744873,1.1910974979400635,1.3892391920089722,5.93,1,authoritative_manganese_positive,PTS,Mineralization associated with quartz vein,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,123
ME/JBP/2024/PTS_03/49367,79.641,21.674,1303.0,1489.0,1552.0,2867.0,3305.0,2379.0,0.2975786328315735,-0.07096564769744873,1.1910974979400635,1.3892391920089722,1.97,1,authoritative_manganese_positive,PTS,Mineralization in the form of fragments with country rock,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,123
ME/JBP/2024/PTS_04/49367,79.641,21.674,1303.0,1489.0,1552.0,2867.0,3305.0,2379.0,0.2975786328315735,-0.07096564769744873,1.1910974979400635,1.3892391920089722,3.18,1,authoritative_manganese_positive,PTS,Mineralization in thin bands with country rock,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,123
ME/JBP/2024/PTS_05/49367,79.644,21.674,1261.0,1424.0,1487.0,2563.0,3142.0,2348.0,0.2656790018081665,-0.10148992389440536,1.179222822189331,1.3381601572036743,0.38,1,authoritative_manganese_positive,PTS,Schistose rock,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,123
ME/JBP/2024/PTS_06/49367,79.644,21.674,1261.0,1424.0,1487.0,2563.0,3142.0,2348.0,0.2656790018081665,-0.10148992389440536,1.179222822189331,1.3381601572036743,8.17,1,authoritative_manganese_positive,PTS,Minearlization with quartz vein,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,123
ME/JBP/2024/PTS_07/49367,79.644,21.674,1261.0,1424.0,1487.0,2563.0,3142.0,2348.0,0.2656790018081665,-0.10148992389440536,1.179222822189331,1.3381601572036743,27.7,1,authoritative_manganese_positive,PTS,Mineralization associated with pegmatite veins and schist,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,123
ME/JBP/2024/PTS_08/49367,79.644,21.674,1261.0,1424.0,1487.0,2563.0,3142.0,2348.0,0.2656790018081665,-0.10148992389440536,1.179222822189331,1.3381601572036743,12.43,1,authoritative_manganese_positive,PTS,Pegmatite vein in schist,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,123
ME/JBP/2024/PTS_09/49367,79.638,21.666,1205.0,1393.0,1355.0,2786.0,2897.0,2096.0,0.3455687165260315,-0.019531937316060066,1.1244813203811646,1.382156491279602,0.62,1,authoritative_manganese_positive,PTS,Mineralization associated with quartz and garnet and some ferro-genous material,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,123
ME/JBP/2024/PTS_10/49367,79.638,21.666,1205.0,1393.0,1355.0,2786.0,2897.0,2096.0,0.3455687165260315,-0.019531937316060066,1.1244813203811646,1.382156491279602,1.71,1,authoritative_manganese_positive,PTS,Mineralization associated with quartz and yellow colour material,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,123
ME/JBP/2024/PTS_11/49367,79.638,21.666,1205.0,1393.0,1355.0,2786.0,2897.0,2096.0,0.3455687165260315,-0.019531937316060066,1.1244813203811646,1.382156491279602,4.55,1,authoritative_manganese_positive,PTS,Mineralization associated with garnet bearing quartz and dark colour material,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,123
ME/JBP/2024/PTS_12/49367,79.638,21.666,1205.0,1393.0,1355.0,2786.0,2897.0,2096.0,0.3455687165260315,-0.019531937316060066,1.1244813203811646,1.382156491279602,8.19,1,authoritative_manganese_positive,PTS,Mineralization with quartz,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,123
ME/JBP/2024/PTS_13/49367,79.638,21.666,1205.0,1393.0,1355.0,2786.0,2897.0,2096.0,0.3455687165260315,-0.019531937316060066,1.1244813203811646,1.382156491279602,1.49,1,authoritative_manganese_positive,PTS,Mineralization as small lens intermixed with schist,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,123
ME/JBP/2024/PTS_14/49367,79.638,21.666,1205.0,1393.0,1355.0,2786.0,2897.0,2096.0,0.3455687165260315,-0.019531937316060066,1.1244813203811646,1.382156491279602,2.45,1,authoritative_manganese_positive,PTS,Mineralization as small lens intermixed with schist,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,123
ME/JBP/2024/PTS_15/49367,79.635,21.665,1350.0,1538.0,1661.0,2857.0,3518.0,2635.0,0.2647188901901245,-0.10368627309799194,1.2303704023361206,1.3351043462753296,15.69,1,authoritative_manganese_positive,PTS,Mineralization associated with quartzose rock,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,123
ME/JBP/2024/PTS_16/49367,79.635,21.665,1350.0,1538.0,1661.0,2857.0,3518.0,2635.0,0.2647188901901245,-0.10368627309799194,1.2303704023361206,1.3351043462753296,13.5,1,authoritative_manganese_positive,PTS,Mineralization intermixed with schistose rock,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,123
ME/JBP/2024/PTS_17/49367,79.632,21.666,1219.0,1360.0,1408.0,2822.0,3113.0,2302.0,0.33427897095680237,-0.04903117194771767,1.1550451517105103,1.3523023128509521,41.7,1,authoritative_manganese_positive,PTS,Mineralization is associated with quartz and pink color feldspathic material,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,123
ME/JBP/2024/PTS_18/49367,79.632,21.666,1219.0,1360.0,1408.0,2822.0,3113.0,2302.0,0.33427897095680237,-0.04903117194771767,1.1550451517105103,1.3523023128509521,28.79,1,authoritative_manganese_positive,PTS,Mineralization is associated with quartz and pink color feldspathic material,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,123
ME/JBP/2024/PTS_19/49367,79.632,21.665,1235.0,1385.0,1448.0,2828.0,3030.0,2195.0,0.32273152470588684,-0.03448275849223137,1.1724696159362793,1.380410075187683,26.15,1,authoritative_manganese_positive,PTS,Mineralization seen in fragments with granitic rock,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,123
ME/JBP/2024/PTS_20/49367,79.632,21.665,1235.0,1385.0,1448.0,2828.0,3030.0,2195.0,0.32273152470588684,-0.03448275849223137,1.1724696159362793,1.380410075187683,25.7,1,authoritative_manganese_positive,PTS,Mineralization with quartz and yellowish material,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,123
ME/JBP/2024/PTS_21/49367,79.632,21.665,1235.0,1385.0,1448.0,2828.0,3030.0,2195.0,0.32273152470588684,-0.03448275849223137,1.1724696159362793,1.380410075187683,50.37,1,authoritative_manganese_positive,PTS,"Mineralization with dark color material granular in nature, with pink color rock",Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,123
ME/JBP/2024/PTS_22/49367,79.659,21.693,1240.0,1433.0,1455.0,3187.0,2961.0,2111.0,0.37311503291130066,0.03675992041826248,1.173387050628662,1.4026527404785156,33.71,1,authoritative_manganese_positive,PTS,"Mineralization with quartz, garnet and dark color rock",Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,123
ME/JBP/2024/PTS_23/49367,79.659,21.693,1240.0,1433.0,1455.0,3187.0,2961.0,2111.0,0.37311503291130066,0.03675992041826248,1.173387050628662,1.4026527404785156,12.19,1,authoritative_manganese_positive,PTS,Mineralization with quartz and yellowish material,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,123
ME/JBP/2024/PTS_24/49367,79.659,21.693,1240.0,1433.0,1455.0,3187.0,2961.0,2111.0,0.37311503291130066,0.03675992041826248,1.173387050628662,1.4026527404785156,6.89,1,authoritative_manganese_positive,PTS,Mineralization intermixed with schistose rock,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,123
ME/JBP/2024/PTS_25/49367,79.659,21.693,1240.0,1433.0,1455.0,3187.0,2961.0,2111.0,0.37311503291130066,0.03675992041826248,1.173387050628662,1.4026527404785156,9.72,1,authoritative_manganese_positive,PTS,Manganese with quartz,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,123
ME/JBP/2024/PTS_26/49367,79.659,21.693,1240.0,1433.0,1455.0,3187.0,2961.0,2111.0,0.37311503291130066,0.03675992041826248,1.173387050628662,1.4026527404785156,1.98,1,authoritative_manganese_positive,PTS,Mineralization intermixed with schistose rock,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,124
ME/JBP/2024/PTS_27/49367,79.672,21.68,1352.0,1549.0,1723.0,2622.0,3858.0,2950.0,0.20690448582172394,-0.19074073433876038,1.2744083404541016,1.307796597480774,0.23,1,authoritative_manganese_positive,PTS,Mineralization with quartz with in weathered granitic rock.,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,124
ME/JBP/2024/PTS_28/49367,79.703,21.708,1292.0,1481.0,1590.0,2962.0,3094.0,2294.0,0.30140596628189087,-0.021796565502882004,1.2306501865386963,1.3487358093261719,6.79,1,authoritative_manganese_positive,PTS,Mineralization with quartz vein in schistose rock,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,124
ME/JBP/2024/PTS_29/49367,79.703,21.708,1292.0,1481.0,1590.0,2962.0,3094.0,2294.0,0.30140596628189087,-0.021796565502882004,1.2306501865386963,1.3487358093261719,9.66,1,authoritative_manganese_positive,PTS,Mineralization with quartz vein in schistose rock,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,124
ME/JBP/2024/PTS_30/49367,79.703,21.708,1292.0,1481.0,1590.0,2962.0,3094.0,2294.0,0.30140596628189087,-0.021796565502882004,1.2306501865386963,1.3487358093261719,9.8,1,authoritative_manganese_positive,PTS,Mineralization with quartz vein and pegmatite,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,124
ME/JBP/2024/PTS_31/49367,79.648,21.687,1187.0,1379.0,1317.0,2888.0,2712.0,1937.0,0.37360286712646484,0.03142857179045677,1.1095198392868042,1.400103211402893,30.85,1,authoritative_manganese_positive,PTS,Mineralization with garnet and quartz vein in granular nature,Geological Survey of India (GSI) / NGDR/Bhu-Chayan; NUID 49367,20260724162936.935_CR_Final_Report_49367_2024_25_JBP.pdf,49367,124
